,Location,lat,lng
4515,"Holmdel, NJ",40.34511,-74.18403
4516,"Lafayette, LA",30.2082,-92.0325
4517,"Campbellsville, KY",37.3445,-85.3511
4518,"Springfield, IL",39.7709,-89.654
4519,"Indio, CA",33.7346,-116.2346
4520,"Swanville, MN",45.9162,-94.6388
4521,"Dayton, KY",39.1127,-84.4639
4522,"Rahway, NJ",40.6077,-74.2807
4523,"Union City, TN",36.4267,-89.0474
4524,"Marne, MI",48.81451,3.08498
4525,"MCFARLAND, CA",35.67801,-119.22927
4526,"Roosevelt, NY",40.6797,-73.5837
4527,"Kingman, AZ",35.217,-114.0105
4528,"Lake Lillian, MN",44.9458,-94.8801
4529,"Mount Dora, FL",28.8142,-81.6344
4530,"Lumber City, GA",31.933,-82.6828
4531,"Fort Worth, TX",32.7817,-97.3474
4532,"Newnan, GA",33.3767,-84.7761
4533,"Golden, MO",36.5266,-93.6637
4534,"Leola, PA",40.0915,-76.1891
4535,"Homerville, GA",31.0385,-82.742
4536,"Sharon Center, OH",41.0961,-81.7393
4537,"Hazle Township, PA",40.98672,-75.9934
4538,"POLAND SPRING, ME",43.64786,-70.22616
4539,"Ashtabula, OH",41.8805,-80.7984
4540,"Gansevoort, NY",43.19618,-73.65178
4541,"Pontiac, SC",34.12848,-80.85481
4542,"Irvington, NJ",40.73232,-74.23487
4543,"Throop, PA",41.4382,-75.5927
4544,"Arroyo Grande, CA",35.1241,-120.5845
4545,"Port Gibson, MS",31.9558,-90.9834
4546,"North Lindenhurst, NY",40.7072,-73.3859
4547,"Beaver, PA",40.6936,-80.3074
4548,"Henry, TN",36.2011,-88.4114
4549,"Alamo, TN",35.783,-89.1168
4550,"Birnamwood, WI",44.9319,-89.2094
4551,"York, ME",43.50092,-70.44283
4552,"Dresser, WI",45.3616,-92.6344
4553,"East Amherst, NY",42.97839,-78.79976
4554,"Murray, UT",40.6498,-111.8874
4555,"Piscataway, NJ",40.49927,-74.39904
4556,"Houma, LA",29.58,-90.7059
4557,"Monmouth Junction, NJ",40.3754,-74.5582
4558,"Algona, WA",47.282,-122.2504
4559,"Englewood, NJ",40.8917,-73.9736
4560,"Caroga Lake, NY",43.1352,-74.481
4561,"Picayune, MS",30.5322,-89.6724
4562,"Ellsinore, MO",36.9328,-90.7477
4563,"Ewing, NJ",40.26508,-74.8006
4564,"Verdi, NV",39.5142,-119.9772
4565,"Nelson, GA",34.3789,-84.3707
4566,"Wayland, MI",42.6725,-85.6408
4567,"MT. VERNON, IN",38.56867,-86.22637
4568,"Batavia, OH",39.0815,-84.1716
4569,"Manchester, IA",42.4854,-91.4557
4570,"Essex, VT",44.49061,-73.11096
4571,"Dundee, NY",42.5236,-76.9775
4572,"Perryville, MD",39.5737,-76.0668
4573,"Ocean Isle Beach, NC",33.9011,-78.4393
4574,"Nanticoke, PA",41.2005,-76.0003
4575,"Lynwood, CA",33.924,-118.2016
4576,"Burlington, NJ",40.07122,-74.86489
4577,"Garysburg, NC",36.4479,-77.5603
4578,"Longview, WA",46.1461,-122.963
4579,"Hanahan, SC",32.9302,-80.0027
4580,"Mountain Grove, MO",37.1341,-92.266
4581,"Lockbourne, OH",39.8078,-82.9838
4582,"Haines City, FL",28.1102,-81.6157
4583,"Newport, MI",37.52782,-94.10439
4584,"Walford, IA",41.8799,-91.8306
4585,"Sheffield Lake, OH",41.4883,-82.0979
4586,"Gloucester, MA",42.626,-70.6897
4587,"Loris, SC",34.0578,-78.8876
4588,"Lecompton, KS",39.0358,-95.3929
4589,"Fieldale, VA",36.7009,-79.9424
4590,"Scottsbluff, NE",41.8684,-103.6616
4591,"Wellington, OH",41.1613,-82.2255
4592,"Lake Elmo, MN",44.9944,-92.9031
4593,"Camden, SC",34.257,-80.609
4594,"Captiva, FL",26.5205,-82.191
4595,"Gallman, MS",31.9321,-90.38926
4596,"Moyie Springs, ID",48.7247,-116.1953
4597,"Reedsburg, WI",43.5348,-89.9965
4598,"Napoleonville, LA",29.9384,-91.0263
4599,"Lenexa, KS",38.9609,-94.8018
4600,"Sioux Falls, SD",43.5396,-96.7311
4601,"Buckland, OH",40.6235,-84.2599
4602,"Greer, SC",34.933,-82.2313
4603,"Healdsburg, CA",38.6224,-122.8651
4604,"Willmar, MN",45.1216,-95.0569
4605,"Valley Head, AL",34.5558,-85.6224
4606,"Livermore Falls, ME",44.47534,-70.18811
4607,"Fremont, CA",37.5265,-121.9843
4608,"Wilder, ID",43.6782,-116.907
4609,"Jeannette, PA",40.3277,-79.6139
4610,"Halifax, VA",36.7612,-78.9279
4611,"Old Forge, PA",41.3704,-75.7409
4612,"Chatsworth, GA",34.7808,-84.7835
4613,"Vandalia, IL",38.9754,-89.1117
4614,"Colby, KS",39.3848,-101.0452
4615,"Austintown, OH",41.0932,-80.7405
4616,"Greenfield, TN",36.16,-88.8036
4617,"Reynolds, IN",40.7492,-86.8743
4618,"Campobello, SC",35.126,-82.1488
4619,"Arthur, IL",39.7144,-88.4696
4620,"Hamilton, NJ",40.23126,-74.67223
4621,"Mesa, AZ",33.4015,-111.7178
4622,"Uriah, AL",31.3074,-87.4992
4623,"Carlisle, OH",39.5807,-84.3201
4624,"Gold Bar, WA",47.8563,-121.6921
4625,"North Glenn, CO",39.87889,-104.99583
4626,"Mount Pleasant, PA",40.1509,-79.5434
4627,"Scituate, MA",42.19593,-70.72587
4628,"Middleton, WI",43.1064,-89.5059
4629,"Angola, IN",41.6433,-85.005
4630,"Belding, MI",43.0968,-85.2331
4631,"Linton, ND",46.2685,-100.2337
4632,"Lisbon Falls, ME",44.0086,-70.0571
4633,"Pipe Creek, TX",29.72356,-98.93586
4634,"San Francisco, CA",37.7558,-122.4449
4635,"Galesburg, MI",42.2911,-85.4182
4636,"Jonesboro, GA",33.5211,-84.3548
4637,"Hastings, MI",42.6498,-85.2886
4638,"Pikeville, KY",37.4806,-82.5262
4639,"Hatfield, PA",43.95747,-96.19531
4640,"Chapin, SC",34.165,-81.3446
4641,"Plymouth Meeting, PA",40.1097,-75.2803
4642,"Devens, MA",42.5439,-71.6146
4643,"Springfield, TN",36.4949,-86.8711
4644,"Bendersville, PA",39.9815,-77.2494
4645,"Loveland, OH",39.2677,-84.2733
4646,"Hildale, UT",37.017,-112.9787
4647,"Rushville, IN",39.6171,-85.4463
4648,"Renton, WA",47.4784,-122.1918
4649,"Summersville, WV",38.2864,-80.8409
4650,"Columbus, TX",29.7056,-96.5571
4651,"Niles, MI",41.8346,-86.2473
4652,"Waconia, MN",44.8422,-93.7896
4653,"Winchester, VA",39.1735,-78.1746
4654,"Sheffield, AL",34.757,-87.6977
4655,"Pinellas Park, FL",27.8589,-82.7078
4656,"Temperanceville, VA",37.8991,-75.5526
4657,"Ballinger, TX",31.7394,-99.9559
4658,"San Bruno, CA",37.6256,-122.4313
4659,"Laurinburg, NC",34.7602,-79.4773
4660,"ST ELMO, IL",39.02727,-88.84811
4661,"Malaga, WA",36.98358,-4.91913
4662,"Fremont, MI",43.4633,-85.9537
4663,"Ward, SC",33.8573,-81.7313
4664,"Newburyport, MA",42.8124,-70.8878
4665,"Elora, TN",35.01342,-86.35582
4666,"White Pine, TN",36.1087,-83.297
4667,"Anthony, TX",31.9876,-106.5933
4668,"Sharonville, OH",39.2825,-84.4071
4669,"Espanola, NM",36.50958,-106.69308
4670,"Fredericksburg, PA",40.4441,-76.4377
4671,"Philo, CA",39.0657,-123.445
4672,"Amargosa Valley, NV",36.5424,-116.4877
4673,"Dublin, GA",32.536,-82.928
4674,"Almena, WI",45.4149,-92.0384
4675,"Bloomsburg, PA",41.0027,-76.4561
4676,"Plymouth Township, MI",42.37307,-83.4927
4677,"Las Cruces, NM",32.3265,-106.7893
4678,"Claypool, IN",41.1306,-85.8826
4679,"Tarpon Springs, FL",28.1493,-82.7623
4680,"Iaeger, WV",37.4642,-81.8111
4681,"Middletown, IA",40.8279,-91.2622
4682,"Pine Brook, NJ",40.8676,-74.3438
4683,"Milpitas, CA",37.4336,-121.8921
4684,"Page, AZ",36.9426,-111.5071
4685,"Celina, OH",40.555,-84.5626
4686,"Fillmore, UT",38.9642,-112.3386
4687,"Greenport, NY",41.10343,-72.35925
4688,"Toppenish, WA",46.3806,-120.3122
4689,"Oakland Gardens, NY",40.75399,-73.76597
4690,"Westfield, PA",41.9176,-77.5402
4691,"Midland, NC",35.245,-80.5212
4692,"Jonestown, MS",34.3222,-90.4541
4693,"Columbia, MD",39.2004,-76.859
4694,"Piqua, OH",40.1506,-84.2441
4695,"Oakdale, NY",40.7375,-73.1344
4696,"Bethel Park, PA",40.3238,-80.0364
4697,"Mifflintown, PA",40.5713,-77.3951
4698,"New Haven, WV",38.9876,-81.9656
4699,"Cedartown, GA",34.0223,-85.2479
4700,"Muleshoe, TX",34.2292,-102.7284
4701,"Blacklick, OH",39.99562,-82.81129
4702,"Arnold, PA",40.5788,-79.7655
4703,"Skidmore, TX",28.2626,-97.6854
4704,"Parlier, CA",36.6087,-119.5434
4705,"Oxnard, CA",34.1964,-119.1815
4706,"Commerce Township, MI",37.15894,-89.44286
4707,"Wenona, IL",41.0487,-89.0523
4708,"Seymour, MO",37.1473,-92.7689
4709,"Claremont, NC",35.7104,-81.1532
4710,"Atlanta, GA",33.7628,-84.422
4711,"Urbana, IN",40.89838,-85.79276
4712,"Staten Island, NY",40.5834,-74.1496
4713,"Hamtramck, MI",42.3954,-83.0559
4714,"Cumberland, RI",41.96677,-71.43284
4715,"Tahlequah, OK",35.9112,-94.977
4716,"Adelanto, CA",34.5814,-117.4397
4717,"Highland, NY",41.7208,-73.9625
4718,"Farmersburg, IN",39.2525,-87.3807
4719,"Pewaukee, WI",43.08057,-88.2612
4720,"Mitchell, SD",43.7294,-98.0337
4721,"Turlock, CA",37.5053,-120.8588
4722,"Bath, PA",40.7279,-75.3919
4723,"Voorhees, NJ",39.84499,-74.95495
4724,"Seattle, WA",47.6211,-122.3244
4725,"Salinas, CA",36.6883,-121.6317
4726,"Randolph, VT",43.92507,-72.66594
4727,"Mahwah, NJ",41.08871,-74.14376
4728,"Bristol, VT",44.13339,-73.07901
4729,"Elwood, KS",39.7519,-94.889
4730,"Ripley, MS",34.7321,-88.9444
4731,"Cordele, GA",31.9563,-83.7694
4732,"VAN BUREN TOWNSHIP, MI",42.20948,-85.78445
4733,"Middle River, MD",39.3436,-76.4253
4734,"Charleston, WV",38.3484,-81.6322
4735,"Lewisberry, PA",40.1356,-76.861
4736,"Grand Junction, CO",39.0877,-108.5673
4737,"Yeadon, PA",39.9325,-75.2527
4738,"Bluff City, TN",36.4589,-82.2768
4739,"Milton, WI",42.775,-88.9429
4740,"Shelbyville, IL",39.4097,-88.8005
4741,"Walcott, IA",41.5989,-90.7744
4742,"Ingleside, TX",27.8703,-97.2075
4743,"Beverly Hills, CA",34.0786,-118.4021
4744,"Aston, PA",9.23361,-82.16279
4745,"Rebecca, GA",31.8072,-83.4876
4746,"Nelson, CA",49.08318,-53.61476
4747,"Cottleville, MO",38.7512,-90.6581
4748,"Hamden, OH",39.1592,-82.5243
4749,"Show Low, AZ",34.2671,-110.0384
4750,"Weslaco, TX",26.1599,-97.9877
4751,"Downing, WI",45.0498,-92.1243
4752,"Salado, TX",30.947,-97.529
4753,"Bartow, GA",32.8816,-82.4712
4754,"Perry, GA",32.472,-83.7283
4755,"Congers, NY",41.1491,-73.9457
4756,"Livingston, NJ",40.79593,-74.31487
4757,"Townshend, VT",43.047,-72.6692
4758,"Del Rey, CA",36.6565,-119.5981
4759,"North Charleston, SC",32.9067,-80.0722
4760,"Hammond, IN",41.6168,-87.4909
4761,"Pinconning, MI",43.8573,-83.9638
4762,"Perryman, MD",39.4632,-76.212
4763,"Lakemoor, IL",42.3396,-88.2039
4764,"Dewitt, AR",35.20176,-90.05231
4765,"Pine Bluff, AR",34.2116,-92.0173
4766,"Fort Garland, CO",37.4279,-105.4351
4767,"Hamlet, IN",41.3792,-86.5831
4768,"Cameron, LA",29.787,-93.2925
4769,"Evans City, PA",40.7685,-80.0583
4770,"Akron, CO",40.1635,-103.2202
4771,"Owasso, OK",36.2878,-95.8311
4772,"Bedford Park, IL",41.7669,-87.7915
4773,"Silt, CO",39.5483,-107.6531
4774,"Antioch, IL",42.4742,-88.0721
4775,"Burkesville, KY",36.7906,-85.3675
4776,"West Linn, OR",45.367,-122.6399
4777,"Fort Payne, AL",34.4559,-85.6965
4778,"Highland, MI",42.40559,-83.09687
4779,"Clarksville, TN",36.5692,-87.3413
4780,"Sullivan, MO",38.2129,-91.1637
4781,"Cobleskill, NY",42.67785,-74.48542
4782,"Dracut, MA",42.67037,-71.30201
4783,"Norma, NJ",39.49623,-75.08796
4784,"Donaldsonville, LA",30.0954,-90.9925
4785,"Richfield, OH",41.2354,-81.6421
4786,"Franklin, PA",41.3936,-79.8425
4787,"Fort Lawn, SC",34.7003,-80.8991
4788,"Tolland, CT",41.90399,-72.46981
4789,"Newton, KS",38.0368,-97.3449
4790,"Eupora, MS",33.5435,-89.2765
4791,"Imperial Beach, CA",32.5693,-117.118
4792,"Pearland, TX",29.5581,-95.3218
4793,"Wichita, KS",37.6895,-97.3443
4794,"Youngwood, PA",40.2443,-79.5811
4795,"Grambling, LA",32.5275,-92.7124
4796,"Fairmont City, IL",38.6504,-90.1024
4797,"Harvey, LA",29.8876,-90.0666
4798,"Cleveland, VA",36.9434,-82.1527
4799,"Winchester, NH",42.45232,-71.137
4800,"Irmo, SC",34.1018,-81.1956
4801,"Decatur, TX",33.2263,-97.5875
4802,"Northborough, MA",42.31954,-71.64118
4803,"Orrville, OH",40.848,-81.7743
4804,"Littleton, CO",39.5915,-105.0188
4805,"Franklin, VA",36.6831,-76.9386
4806,"Hickory, NC",35.741,-81.3223
4807,"Hazlehurst, MS",31.8646,-90.3929
4808,"Ballston Spa, NY",43.0068,-73.8525
4809,"Windsor, CT",41.92926,-72.62731
4810,"Lacey, WA",47.0462,-122.7933
4811,"Rubonia, FL",27.57892,-82.5526
4812,"Redmond, OR",44.2612,-121.181
4813,"Gosport, IN",39.3507,-86.6665
4814,"Commack, NY",40.8435,-73.2833
4815,"Eastaboga, AL",33.60594,-86.02136
4816,"Watertown, NY",43.9734,-75.9094
4817,"Larkspur, CO",39.2319,-104.8924
4818,"Donna, TX",26.1468,-98.0559
4819,"Friendsville, MD",39.6624,-79.4044
4820,"Tennille, GA",32.9359,-82.8134
4821,"Annapolis, MO",37.3605,-90.6975
4822,"Elgin, OK",34.7849,-98.301
4823,"Knoxville, TN",35.9692,-83.9496
4824,"Lock Haven, PA",41.1365,-77.4521
4825,"Melvindale, MI",42.2802,-83.1782
4826,"The Bronx, NY",40.84985,-73.86641
4827,"Fairburn, GA",33.5496,-84.5914
4828,"Huntingdon, TN",36.0052,-88.4181
4829,"Grain Valley, MO",39.0171,-94.2084
4830,"Pine Island, NY",-35.43147,149.07138
4831,"Lake Oswego, OR",45.4129,-122.7004
4832,"Fort Fairfield, ME",46.77227,-67.83391
4833,"Huntington Beach, CA",33.696,-118.0018
4834,"Laurel, DE",38.5691,-75.5689
4835,"Line Lexington, PA",40.28927,-75.26101
4836,"Farmville, NC",35.5951,-77.5907
4837,"Tallapoosa, GA",33.7335,-85.2859
4838,"Stuart, IA",41.5004,-94.3182
4839,"Fort Wayne, IN",41.0888,-85.1436
4840,"Delhi, LA",32.4529,-91.49
4841,"Newton, MA",42.3316,-71.2085
4842,"Kalama, WA",46.0164,-122.8402
4843,"Van Buren, MI",42.28511,-86.30642
4844,"Winooski, VT",44.4948,-73.1846
4845,"Harrington, DE",38.9243,-75.5707
4846,"Lisbon, OH",40.7752,-80.7628
4847,"Fallsington, PA",40.18733,-74.81877
4848,"Old Fort, OH",41.2419,-83.1514
4849,"Gilmer, TX",32.7318,-94.9461
4850,"Tooele, UT",40.5393,-112.3082
4851,"Shady Dale, GA",33.4008,-83.588
4852,"Alvarado, TX",32.4068,-97.2149
4853,"Tarheel, NC",36.45654,-76.85635
4854,"Kaleva, MI",44.3723,-86.0135
4855,"Topton, PA",40.5031,-75.7023
4856,"Ooltewah, TN",35.0723,-85.0545
4857,"Highland Park, MI",42.4052,-83.0977
4858,"Redmond, UT",39.0057,-111.867
4859,"Pine Forge, PA",40.28287,-75.69074
4860,"Roxboro, NC",36.3879,-78.9812
4861,"Ledgewood, NJ",40.8769,-74.6724
4862,"Roseau, MN",48.8445,-95.7625
4863,"Prichard, WV",38.2362,-82.6028
4864,"Joliet, IL",41.5188,-88.1499
4865,"Miami, OK",36.8878,-94.8711
4866,"Salina, KS",38.8136,-97.6143
4867,"Middleville, MI",42.7138,-85.4693
4868,"Morrow, GA",33.5815,-84.3391
4869,"Saint Rose, LA",45.43389,4.39
4870,"Sparrows Point, MD",39.20138,-76.49219
4871,"Biglerville, PA",39.9303,-77.2462
4872,"Guthrie, KY",36.6503,-87.1735
4873,"Falls Creek, PA",41.1421,-78.8067
4874,"Shawnee, OK",35.3531,-96.9647
4875,"Ligonier, IN",41.4625,-85.5948
4876,"Akron, OH",41.0798,-81.5219
4877,"Salt Rock, WV",38.3243,-82.2172
4878,"Manchester, KY",37.1464,-83.7635
4879,"Henrico, VA",37.46376,-77.39804
4880,"Toano, VA",37.37987,-76.80413
4881,"Sturtevant, WI",42.6995,-87.9019
4882,"Brockway, PA",41.2472,-78.793
4883,"Gurnee, IL",42.3708,-87.9392
4884,"Lebanon, OH",39.4254,-84.2133
4885,"Alto, GA",34.4649,-83.5727
4886,"Lago Vista, TX",30.4519,-97.9908
4887,"Parkville, MD",39.3832,-76.5519
4888,"Russellville, AL",34.5055,-87.7283
4889,"Frankfort, MI",44.6361,-86.2332
4890,"Watertown, CT",41.60621,-73.11817
4891,"Dolton, IL",41.6284,-87.5979
4892,"Armonk, NY",41.1319,-73.7138
4893,"Meadville, PA",41.6476,-80.1468
4894,"Mascoutah, IL",38.5192,-89.8045
4895,"Faribault, MN",44.2996,-93.2789
4896,"Rumford, ME",44.55367,-70.5509
4897,"Crystal Hill, VA",36.85569,-78.9089
4898,"Shannon, MS",34.1144,-88.6932
4899,"New Bedford, MA",41.6697,-70.9428
4900,"Lebanon, KY",37.5691,-85.2594
4901,"Hickory, PA",40.2957,-80.3052
4902,"Moody, AL",33.5986,-86.4963
4903,"Kennebunk, ME",43.4087,-70.58144
4904,"Norman Park, GA",31.2692,-83.6843
4905,"Saint Michael, MN",45.20996,-93.66496
4906,"Camden, MI",41.755,-84.7562
4907,"Rolling Meadows, IL",42.0747,-88.0252
4908,"Lemoyne, PA",40.2442,-76.8991
4909,"Urbana, OH",40.1085,-83.7541
4910,"Van Lear, KY",37.7742,-82.7557
4911,"Middleburg, PA",40.7892,-77.0445
4912,"Mount Vernon, NY",40.9136,-73.8291
4913,"Roxbury, MA",42.3251,-71.09533
4914,"Bonduel, WI",44.7383,-88.4476
4915,"Greenville, IL",38.8867,-89.3894
4916,"Blackwood, NJ",39.7982,-75.0629
4917,"Ocoee, FL",28.5796,-81.5332
4918,"Burlington, MA",42.50482,-71.19561
4919,"Nashville, NC",35.9693,-77.9554
4920,"Altoona, IA",41.6483,-93.4783
4921,"Corona, NY",40.74705,-73.86014
4922,"Grover Beach, CA",35.1204,-120.6197
4923,"Thorntown, IN",40.1294,-86.6099
4924,"Sallisaw, OK",35.4606,-94.8072
4925,"Monongahela, PA",40.1955,-79.9222
4926,"Dublin, CA",37.7161,-121.8963
4927,"Hammondsport, NY",42.4082,-77.2234
4928,"Hamburg, IA",40.6063,-95.6546
4929,"Cambridge Springs, PA",41.802,-80.0598
4930,"Swayzee, IN",40.5066,-85.8244
4931,"Republic, MO",37.1452,-93.4446
4932,"Columbus, GA",32.51,-84.8771
4933,"Bellevue, NE",41.1485,-95.939
4934,"Queen Creek, AZ",33.2454,-111.6173
4935,"Des Plaines, IL",42.0345,-87.9008
4936,"South Plainfield, NJ",40.5748,-74.4152
4937,"Florence, SC",34.178,-79.7898
4938,"Lyons, OH",41.7004,-84.0718
4939,"Tuscumbia, AL",34.7204,-87.7035
4940,"Union Bridge, MD",39.5731,-77.1744
4941,"Oakwood, OH",39.7202,-84.1734
4942,"Saratoga Springs, NY",43.0674,-73.7775
4943,"Canyon Country, CA",34.42333,-118.47203
4944,"Highspire, PA",40.2085,-76.7851
4945,"Winlock, WA",46.4907,-122.9341
4946,"Thomasboro, IL",40.2438,-88.1876
4947,"Reading, PA",40.34,-75.9267
4948,"Winter Springs, FL",28.6889,-81.2703
4949,"Riverdale, GA",33.5639,-84.4103
4950,"Francesville, IN",40.9853,-86.8834
4951,"Wakefield, NE",42.2665,-96.8632
4952,"Lamar, CO",38.074,-102.6154
4953,"West Grove, PA",39.8206,-75.8284
4954,"Boulder, CO",40.0248,-105.2524
4955,"New Brighton, PA",40.7355,-80.309
4956,"Niles, OH",41.1879,-80.7531
4957,"Holly Hill, SC",33.3245,-80.413
4958,"Lanett, AL",32.8577,-85.2078
4959,"Katy, TX",29.7905,-95.8353
4960,"North Brunswick Township, NJ",40.42788,-74.41598
4961,"Blair, NE",41.5416,-96.1359
4962,"Parachute, CO",39.4508,-108.0529
4963,"Stuart, FL",27.1959,-80.2444
4964,"Phillips, WI",45.6958,-90.4018
4965,"Waco, TX",31.5599,-97.1882
4966,"Coalinga, CA",36.142,-120.3242
4967,"Warren, NJ",40.85725,-74.99702
4968,"Nogales, AZ",31.3624,-110.9336
4969,"Dudley, GA",32.532,-83.0805
4970,"Muscoda, WI",43.1872,-90.4333
4971,"Bakewell, TN",35.3434,-85.13301
4972,"Knox, PA",41.2346,-79.536
4973,"Fulton, KY",36.5145,-88.882
4974,"Osseo, MN",45.1179,-93.3991
4975,"Wauregan, CT",41.7498,-71.9138
4976,"Shreveport, LA",32.4653,-93.7955
4977,"Hellertown, PA",40.5812,-75.3378
4978,"Dover, NJ",40.8859,-74.5597
4979,"Valley Center, CA",33.233,-117.0158
4980,"Churchville, NY",43.1034,-77.8825
4981,"Michigan City, IN",41.7092,-86.869
4982,"Plymouth, MI",42.3718,-83.468
4983,"Goddard, KS",37.6652,-97.5617
4984,"Blytheville, AR",35.9321,-89.9051
4985,"Kirkland, WA",47.697,-122.2057
4986,"Irwin, PA",40.325,-79.6996
4987,"Dothan, AL",31.2336,-85.407
4988,"Nashotah, WI",43.0938,-88.4038
4989,"Grafton, ND",48.4142,-97.4056
4990,"Hilmar, CA",37.40454,-120.85042
4991,"FT WAYNE, IN",41.1181,-85.129
4992,"Peotone, IL",41.3308,-87.7956
4993,"Waverly, NY",42.0119,-76.5406
4994,"Somerset, PA",40.0049,-79.0778
4995,"Quakertown, PA",40.4398,-75.3455
4996,"Irvine, CA",33.6772,-117.7738
4997,"Penns Grove, NJ",39.7275,-75.4691
4998,"Stevenson, AL",34.8487,-85.8437
4999,"Bethel, NC",35.8072,-77.3763
5000,"Oologah, OK",36.4438,-95.7089
5001,"Delphos, OH",40.8465,-84.3368
5002,"Pittsboro, IN",39.8705,-86.4654
5003,"Karns City, PA",40.9971,-79.7264
5004,"Hunt Valley, MD",39.49983,-76.64108
5005,"Bedford, IN",38.8602,-86.4895
5006,"Marianna, FL",30.7943,-85.2259
5007,"Wilton, CT",41.19537,-73.4379
5008,"Essex, MD",39.3021,-76.4449
5009,"Hot Springs National Park, AR",34.5317,-93.06377
5010,"Elma, WA",47.0055,-123.4112
5011,"Rosenhayn, NJ",39.4787,-75.138
5012,"Remington, IN",40.7667,-87.1391
5013,"Huntington Bch, CA",33.65335,-117.99812
5014,"Homewood, IL",41.5591,-87.661
5015,"Hillsboro, WI",43.656,-90.3365
5016,"Lorain, OH",41.4409,-82.184
5017,"Davie, FL",26.0789,-80.287
5018,"Sheridan, WY",44.7961,-106.9642
5019,"Frisco City, AL",31.4353,-87.4037
5020,"Beecher, IL",41.35,-87.6172
5021,"Clear Fork, WV",37.63094,-81.68289
5022,"Galena, IL",42.4218,-90.4293
5023,"PUEBLO WEST, CO",38.25445,-104.60914
5024,"Houston, MN",43.7583,-91.5706
5025,"Cedar Creek, TX",30.0811,-97.518
5026,"Petersburg, ND",48.0132,-98.0004
5027,"Paso Robles, CA",35.62664,-120.691
5028,"Danville, AL",34.41454,-87.08751
5029,"Saint Louis Park, MN",44.9483,-93.34801
5030,"Lodi, OH",41.0348,-82.0124
5031,"Pittsburg, KS",37.4129,-94.6985
5032,"Edgerton, KS",38.7717,-94.9706
5033,"Enosburg Falls, VT",44.9083,-72.8026
5034,"Sigourney, IA",41.334,-92.2044
5035,"Aynor, SC",34.0002,-79.2071
5036,"Grafton, WV",39.3409,-80.0162
5037,"Crawfordsville, IN",40.0428,-86.8976
5038,"East Hazel Crest, IL",41.5758,-87.6503
5039,"Shelby township, MI",39.69393,-92.04295
5040,"Defiance, IA",41.8253,-95.3403
5041,"Wood Dale, IL",41.9668,-87.9808
5042,"Fulton, NY",43.3171,-76.4167
5043,"Wabash, IN",40.8034,-85.8301
5044,"Plumerville, AR",35.16,-92.643
5045,"Brooklyn, MD",39.23039,-76.60219
5046,"Fredericksburg, IA",42.9648,-92.1965
5047,"Potsdam, NY",44.66978,-74.98131
5048,"Elkton, MD",39.6066,-75.8209
5049,"Linden, NJ",40.6251,-74.2383
5050,"Mountainville, NY",41.40093,-74.07848
5051,"Ashland, MO",38.7927,-92.2479
5052,"Webster City, IA",42.4622,-93.8168
5053,"Passaic, NJ",40.8574,-74.1282
5054,"Camarillo, CA",34.223,-119.0321
5055,"La Rue, OH",40.578,-83.3821
5056,"Hamburg, NJ",41.1485,-74.5736
5057,"CANTON TOWNSHIP, MI",42.30865,-83.48216
5058,"University Place, WA",47.2147,-122.5461
5059,"Davis, CA",38.5553,-121.737
5060,"Montrose, CO",38.4689,-107.859
5061,"Rolesville, NC",35.9223,-78.4656
5062,"Poteau, OK",35.0282,-94.6346
5063,"Saint Thomas, ND",48.70582,-97.44758
5064,"McRae-Helena, GA",32.0636,-82.8968
5065,"Candler, NC",35.5365,-82.69291
5066,"Osceola, AR",35.6942,-89.9934
5067,"Westerlo, NY",42.51508,-74.04541
5068,"Brimfield Township, OH",41.10006,-81.3465
5069,"Plattsburgh, NY",44.6951,-73.4563
5070,"Englewood, CO",39.6468,-104.9942
5071,"Dublin, VA",37.0987,-80.6831
5072,"Bucyrus, OH",40.8054,-82.9719
5073,"Springfield, MN",44.2372,-94.9819
5074,"Dickens, IA",43.1338,-95.0222
5075,"Trumann, AR",35.677,-90.5259
5076,"Mineola, NY",40.747,-73.6394
5077,"Inwood, WV",39.3538,-78.0552
5078,"Livonia, NY",42.82145,-77.66861
5079,"Montebello, CA",34.0155,-118.1108
5080,"Casey, IL",39.3031,-87.9897
5081,"Mahanoy City, PA",40.8126,-76.1382
5082,"South Milwaukee, WI",42.912,-87.8627
5083,"Montevideo, MN",44.9505,-95.7153
5084,"Greenwich, NY",40.72844,-74.00292
5085,"Dakota, MN",43.9106,-91.3605
5086,"Buffalo Lake, MN",44.7368,-94.617
5087,"Ham Lake, MN",45.2545,-93.2039
5088,"Sharon Springs, KS",38.8943,-101.7511
5089,"Sheffield, PA",34.76509,-87.69864
5090,"Green Cove Springs, FL",29.9904,-81.6807
5091,"Trenton, GA",34.8741,-85.5096
5092,"Westport, CT",41.14149,-73.3579
5093,"Sunbury, OH",40.2485,-82.8806
5094,"McKinleyville, CA",40.9488,-124.0857
5095,"Raisin City, CA",36.6033,-119.9092
5096,"East Fishkill, NY",41.53565,-73.89903
5097,"Venice, IL",38.6719,-90.169
5098,"Milford, NH",42.83536,-71.64896
5099,"Smackover, AR",33.3636,-92.7314
5100,"La Grange Park, IL",41.8308,-87.8723
5101,"Teaticket, MA",41.5624,-70.5858
5102,"West Nyack, NY",41.0907,-73.9714
5103,"Middletown, PA",40.201,-76.7289
5104,"Maumelle, AR",34.8522,-92.4
